Asset/SSE #,Serial#,Manuf,Model,,Model#,FMV,Cond,On Shelf,Processor Type,Processor Speed,Mem Size (Total),Mem Type,HDD Capacity,HDD Type,HDD Qty,Optical Drive,New OS Load Type,Screen Size,Case Color,Notes/Comments,Mono Page Count,Color Page Count,Total Page Count,Form Factor,price
1179020,2UA4411K69,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,B,8,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,black,,,,,SFF,45
1179023,2UA43922L7,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,B,7,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,BLACK,,,,,SFF,45
1179025,2UA4411K6F,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,B,8,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,black,,,,,SFF,45
1179065,2UA43922KG,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,B,9,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,black,,,,,SFF,45
1179067,2UA43922KV,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,B,9,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,black,,,,,SFF,45
1179069,2UA4411K6W,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,B,9,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,BLACK,,,,,SFF,45
1179086,2UA43922LR,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,B,8,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,black,,,,,SFF,45
1179361,2UA45025R0,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,C,9,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,BLACK,,,,,SFF,45
1179363,2UA43922KM,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,B,8,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,black,,,,,SFF,45
1179365,2UA4411K8H,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,B,9,Intel Pentium G3450 Dual Core,3.40 Ghz,8 GB,"DDR3/1600, DDR3/1600",500 GB,SSD,1,,,,BLACK,,,,,SFF,45
1179366,2UA45025WG,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,C,9,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,BLACK,,,,,SFF,45
1179368,2UA4411K94,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,B,9,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,BLACK,,,,,SFF,45
1179369,2UA43922N7,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,C,9,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,BLACK,,,,,SFF,45
1179410,2UA43922N3,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,B,8,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,BLACK,,,,,SFF,45
1179412,2UA4411K5C,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,B,9,Intel Pentium G3450 Dual Core,3.40 Ghz,8 GB,"DDR3/1600, DDR3/1600",500 GB,SATA,1,,,,Black,,,,,SFF,45
1179432,2UA43922K9,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,B,9,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,Black,,,,,SFF,45
1179434,2UA45025VH,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,B,9,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,Black,,,,,SFF,45
1179435,2UA45025QS,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,B,9,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,Black,,,,,SFF,45
1179439,2UA4411K89,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,B,9,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,Black,,,,,SFF,45
1179442,2UA43922GN,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,B,8,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,black,,,,,SFF,45
1179445,2UA4411K8S,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,B,9,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,BLACK,,,,,SFF,45
1179471,2UA43922LZ,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,B,9,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,BLACK,,,,,SFF,45
1179472,2UA45025TY,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,B,9,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,BLACK,,,,,SFF,45
1179473,2UA4411K7Y,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,B,9,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,BLACK,,,,,SFF,45
1179475,2UA4411K97,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,B,9,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,BLACK,,,,,SFF,45
1179476,2UA45025RY,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,C,9,Intel Pentium G3450 Dual Core,3.40 Ghz,8 GB,"DDR3/1600, DDR3/1600",500 GB,SATA,1,,,,BLACK,,,,,SFF,45
1179596,2UA43922K7,HP,ProDesk 400 G1 SFF,,G5Z06US#ABA,,B,9,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,Black,,,,,SFF,45
1179597,2UA4411K98,HP,ProDesk 400 G1 SFF,,G5Z06US#ABA,,B,9,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,Black,,,,,SFF,45
1179598,2UA4411K4C,HP,ProDesk 400 G1 SFF,,G5Z06US#ABA,,B,9,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,Black,,,,,SFF,45
1179619,2UA43922J0,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,B,8,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,black,,,,,SFF,45
1179621,2UA4411K68,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,B,12,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,BLACK,,,,,SFF,45
1179624,2UA45025T8,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,C,9,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,,,,,,,BLACK,,,,,SFF,45
1179625,2UA43922G6,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,B,9,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,Black,,,,,SFF,45
1179628,2UA43922M2,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,C,8,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,black,,,,,SFF,45
1179636,2UA43922MB,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,B,9,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,BLACK,,,,,SFF,45
1179873,2UA4411K51,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,B,7,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,Black,,,,,SFF,45
1179875,2UA43922KC,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,B,8,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,black,,,,,SFF,45
1179876,2UA43922LD,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,B,12,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,BLACK,,,,,SFF,45
1179879,2UA4411K4B,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,B,9,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,Black,,,,,SFF,45
1179880,2UA43922HB,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,B,9,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,Black,,,,,SFF,45
1179883,2UA4411KB3,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,B,9,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,Black,,,,,SFF,45
1180088,2UA4411K91,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,B,8,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,black,,,,,SFF,45
1180090,2UA4411K9Y,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,B,8,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,Black,,,,,SFF,45
1180092,2UA43922LP,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,C,8,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,black,,,,,SFF,45
1180095,2UA4411K7M,HP,ProDesk 400 G1 SFF,,K6J27US#ABA,,B,8,Intel Pentium G3450 Dual Core,3.40 Ghz,4 GB,DDR3/1600,500 GB,SATA,1,,,,Black,,,,,SFF,45
1145049,2UA5472N07,HP,EliteDesk 800 G2 SFF,,L1G76AV,,B,36,Intel Pentium G4400 Dual Core,3.30 Ghz,8 GB,Hynix PC4-2133P,256 GB,SSD,1,,,,Black,,,,,SFF,45
1178974,2UA3281XJL,HP,Pro 4300 SFF,,C7J74US#ABA,,B,9,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,,,,,,,BLACK,,,,,SFF,45
1178975,2UA3281XJD,HP,Pro 4300 SFF,,C7J74US#ABA,,C,9,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,BLACK,,,,,SFF,45
1178990,2UA3281XH4,HP,Pro 4300 SFF,,C7J74US#ABA,,B,9,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,black,,,,,SFF,45
1178991,2UA33719NQ,HP,Pro 4300 SFF,,C7J74US#ABA,,C,9,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,BLACK,,,,,SFF,45
1178994,2UA2450MKV,HP,Pro 4300 SFF,,C7J74US#ABA,,B,9,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,black,,,,,SFF,45
1178996,2UA3281XLF,HP,Pro 4300 SFF,,C7J74US#ABA,,B,12,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,BLACK,,,,,SFF,45
1178998,2UA3171MC4,HP,Pro 4300 SFF,,C7J74US#ABA,,B,12,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,BLACK,,,,,SFF,45
1178999,2UA3281XG5,HP,Pro 4300 SFF,,C7J74US#ABA,,B,12,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,BLACK,,,,,SFF,45
1179016,2UA3231BDX,HP,Pro 4300 SFF,,C7J74US#ABA,,B,2,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,BLACK,,,,,SFF,45
1179018,2UA2450MJ6,HP,Pro 4300 SFF,,C7J74US#ABA,,B,9,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,BLACK,,,,,SFF,45
1179072,2UA3231BC8,HP,Pro 4300 SFF,,C7J74US#ABA,,A,12,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,black,No OS Needed,,,,SFF,45
1179079,2UA3061H04,HP,Pro 4300 SFF,,C7J74US#ABA,,C,8,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,,,,,,,Black,,,,,SFF,45
1179080,2UA3061GTT,HP,Pro 4300 SFF,,C7J74US#ABA,,B,8,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,Black,,,,,SFF,45
1179081,2UA3231B99,HP,Pro 4300 SFF,,C7J74US#ABA,,B,8,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,Black,,,,,SFF,45
1179082,2UA3231B92,HP,Pro 4300 SFF,,C7J74US#ABA,,B,8,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,Black,,,,,SFF,45
1179084,2UA31103Q6,HP,Pro 4300 SFF,,C7J74US#ABA,,B,8,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,Black,,,,,SFF,45
1179087,2UA3281XF8,HP,Pro 4300 SFF,,C7J74US#ABA,,B,7,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,BLACK,,,,,SFF,45
1179090,2UA2450MGJ,HP,Pro 4300 SFF,,C7J74US#ABA,,C,7,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,BLACK,,,,,SFF,45
1179095,2UA3061GTY,HP,Pro 4300 SFF,,C7J74US#ABA,,B,8,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,black,,,,,SFF,45
1179098,2UA2450MHK,HP,Pro 4300 SFF,,C7J74US#ABA,,A,7,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,BLACK,,,,,SFF,45
1179108,2UA3061GX8,HP,Pro 4300 SFF,,C7J74US#ABA,,B,8,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,BLACK,,,,,SFF,45
1179109,2UA3061GTR,HP,Pro 4300 SFF,,C7J74US#ABA,,B,8,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,Black,,,,,SFF,45
1179111,2UA31103R8,HP,Pro 4300 SFF,,C7J74US#ABA,,B,8,Intel Pentium G640 Dual Core,2.80 GHz,2 GB,DDR3/1067,500 GB,SATA,1,,,,Black,,,,,SFF,45
1179112,2UA33719MD,HP,Pro 4300 SFF,,C7J74US#ABA,,B,8,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,Black,,,,,SFF,45
1179399,2UA3281XH7,HP,Pro 4300 SFF,,C7J74US#ABA,,B,8,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,Black,,,,,SFF,45
1179401,2UA3061H0Y,HP,Pro 4300 SFF,,C7J74US#ABA,,B,9,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,BLACK,,,,,SFF,45
1179403,2UA33719L2,HP,Pro 4300 SFF,,C7J74US#ABA,,B,9,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,BLACK,,,,,SFF,45
1179404,2UA3171M90,HP,Pro 4300 SFF,,C7J74US#ABA,,B,9,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,BLACK,,,,,SFF,45
1179406,2UA31103M5,HP,Pro 4300 SFF,,C7J74US#ABA,,B,9,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,BLACK,,,,,SFF,45
1179407,2UA33719LL,HP,Pro 4300 SFF,,C7J74US#ABA,,C,9,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,BLACK,,,,,SFF,45
1179409,2UA2450MGM,HP,Pro 4300 SFF,,C7J74US#ABA,,C,9,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,BLACK,,,,,SFF,45
1179520,2UA3281XJ8,HP,Pro 4300 SFF,,C7J74U#ABA,,B,9,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,BLACK,,,,,SFF,45
1179522,2UA33719Q4,HP,Pro 4300 SFF,,C7J74U#ABA,,B,9,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,Black,,,,,SFF,45
1179525,2UA3061GTV,HP,Pro 4300 SFF,,C7J74US#ABA,,C,8,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,black,,,,,SFF,45
1179528,2UA3281XF3,HP,Pro 4300 SFF,,C7J74U#ABA,,B,7,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,Black,,,,,SFF,45
1179529,2UA3171MC3,HP,Pro 4300 SFF,,C7J74U#ABA,,B,7,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,Black,,,,,SFF,45
1179530,2UA3281XJ4,HP,Pro 4300 SFF,,C7J74US#ABA,,B,8,Intel Pentium G640 Dual Core,2.80 GHz,8 GB,"DDR3/1067, DDR3/1067",500 GB,SATA,1,,,,black,,,,,SFF,45
1179593,2UA31103PC,HP,Pro 4300 SFF,,C7J74US#ABA,,B,8,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,black,,,,,SFF,45
1179594,2UA31103NV,HP,Pro 4300 SFF,,C7J74US#ABA,,B,9,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,Black,,,,,SFF,45
1179599,2UA3171MDK,HP,Pro 4300 SFF,,C7J74US#ABA,,B,12,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,Black,No OS Needed,,,,SFF,45
1179603,2UA3061GVL,HP,Pro 4300 SFF,,C7J74US#ABA,,B,8,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,BLACK,,,,,SFF,45
1179605,2UA33719K6,HP,ProDesk 400 G1 SFF,,G5Z06US#ABA,,B,9,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,Black,,,,,SFF,45
1179606,2UA31103R3,HP,ProDesk 400 G1 SFF,,G5Z06US#ABA,,C,8,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,Black,,,,,SFF,45
1179609,2UA3281XHK,HP,ProDesk 400 G1 SFF,,G5Z06US#ABA,,B,8,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,Black,,,,,SFF,45
1179610,2UA31103LY,HP,ProDesk 400 G1 SFF,,G5Z06US#ABA,,B,8,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,Black,,,,,SFF,45
1179725,2UA31103NK,HP,Pro 4300 SFF,,C7J74US#ABA,,B,9,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,Black,,,,,SFF,45
1179757,2UA3061GZF,HP,Pro 4300 SFF,,C7J74US#ABA,,B,9,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,black,,,,,SFF,45
1179760,2UA3281XFP,HP,Pro 4300 SFF,,C7J74US#ABA,,C,9,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,black,,,,,SFF,45
1179763,2UA33719M0,HP,Pro 4300 SFF,,C7J74US#ABA,,B,9,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,black,,,,,SFF,45
1179767,2UA33719PN,HP,Pro 4300 SFF,,C7J74US#ABA,,B,9,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,black,,,,,SFF,45
1179775,2UA3281XHW,HP,Pro 4300 SFF,,C7J74US#ABA,,B,9,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,black,,,,,SFF,45
1179845,2UA33719JF,HP,Pro 4300 SFF,,C7J74US#ABA,,C,8,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,Black,,,,,SFF,45
1179849,2UA3171MF2,HP,Pro 4300 SFF,,C7J74US#ABA,,C,9,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,black,,,,,SFF,45
1179852,2UA3171MC6,HP,Pro 4300 SFF,,C7J74US#ABA,,B,8,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,Black,,,,,SFF,45
1179854,2UA31103LL,HP,Pro 4300 SFF,,C7J74US#ABA,,C,8,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,Black,,,,,SFF,45
1180100,2UA33719LR,HP,Pro 4300 SFF,,C7J74US#ABA,,B,8,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,Black,,,,,SFF,45
1180133,2UA2450MMM,HP,Pro 4300 SFF,,C7J74US#ABA,,B,8,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,black,,,,,SFF,45
1180134,2UA3171MBT,HP,Pro 4300 SFF,,C7J74US#ABA,,B,8,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,black,,,,,SFF,45
1180136,2UA3281XG9,HP,Pro 4300 SFF,,C7J74US#ABA,,B,8,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,black,,,,,SFF,45
1180141,2UA3061H0M,HP,Pro 4300 SFF,,C7J74US#ABA,,B,8,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,Black,,,,,SFF,45
1180144,2UA33719N6,HP,Pro 4300 SFF,,C7J74US#ABA,,C,8,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,black,,,,,SFF,45
1180167,2UA31103L0,HP,Pro 4300 SFF,,C7J74US#ABA,,B,8,Intel Pentium G640 Dual Core,2.80 GHz,4 GB,DDR3/1067,500 GB,SATA,1,,,,black,,,,,SFF,45
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,16340
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
